バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
EMPRESS,BITTER CHOCOLATE STRIKER,NORMAL,5,564,SCRATCH
EMPRESS,BITTER CHOCOLATE STRIKER,HYPER,10,1142,NOTES
EMPRESS,BITTER CHOCOLATE STRIKER,ANOTHER,12,1990,CHORD
INFINITAS,Black Apple,NORMAL,5,,
INFINITAS,Black Apple,HYPER,8,,
INFINITAS,Black Apple,ANOTHER,11,1404,CHARGE
Rootage,BLACK JACKAL,NORMAL,5,428,NOTES
Rootage,BLACK JACKAL,HYPER,8,812,NOTES
Rootage,BLACK JACKAL,ANOTHER,10,1183,NOTES
BISTROVER,BLACK or WHITE?,BEGINNER,3,,
BISTROVER,BLACK or WHITE?,NORMAL,6,655,PEAK
BISTROVER,BLACK or WHITE?,HYPER,10,1287,NOTES
BISTROVER,BLACK or WHITE?,ANOTHER,12,2013,NOTES
Lincle,BLACK.by X-Cross Fade,NORMAL,6,,
Lincle,BLACK.by X-Cross Fade,HYPER,10,1111,SCRATCH
Lincle,BLACK.by X-Cross Fade,ANOTHER,12,1738,SCRATCH
PENDUAL,Blaze it UP!,NORMAL,5,493,NOTES
PENDUAL,Blaze it UP!,HYPER,8,964,NOTES
PENDUAL,Blaze it UP!,ANOTHER,11,1501,CHORD
INFINITAS,BLAZING_LAZER,NORMAL,6,630,NOTES
INFINITAS,BLAZING_LAZER,HYPER,10,1084,SCRATCH
INFINITAS,BLAZING_LAZER,ANOTHER,12,1752,NOTES
INFINITAS,Bleep Beep Bop,NORMAL,4,,
INFINITAS,Bleep Beep Bop,HYPER,8,,
INFINITAS,Bleep Beep Bop,ANOTHER,11,1237,SCRATCH
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,NORMAL,6,,
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,HYPER,8,1001,NOTES
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,ANOTHER,11,1245,PEAK
IIDX RED,BLOCKS,NORMAL,5,417,PEAK
IIDX RED,BLOCKS,HYPER,7,675,NOTES
IIDX RED,BLOCKS,ANOTHER,11,1000,PEAK
DistorteD,Bloody Tears(IIDX EDITION),NORMAL,5,574,NOTES
DistorteD,Bloody Tears(IIDX EDITION),HYPER,9,1012,NOTES
DistorteD,Bloody Tears(IIDX EDITION),ANOTHER,10,1094,CHORD
SIRIUS,bloomin' feeling,BEGINNER,2,198,NOTES
SIRIUS,bloomin' feeling,NORMAL,7,643,NOTES
SIRIUS,bloomin' feeling,HYPER,9,980,CHORD
SIRIUS,bloomin' feeling,ANOTHER,11,1313,NOTES
Rootage,BLOSSOM,NORMAL,5,550,PEAK
Rootage,BLOSSOM,HYPER,8,,
Rootage,BLOSSOM,ANOTHER,10,1290,NOTES
CastHour,Blue Bird feat. Kanae Asaba,NORMAL,4,331,SCRATCH
CastHour,Blue Bird feat. Kanae Asaba,HYPER,6,563,NOTES
CastHour,Blue Bird feat. Kanae Asaba,ANOTHER,8,900,NOTES
PENDUAL,BLUE MIRAGE,NORMAL,5,,
PENDUAL,BLUE MIRAGE,HYPER,10,1091,NOTES
PENDUAL,BLUE MIRAGE,ANOTHER,12,1606,SCRATCH
DJ TROOPERS,Blue Rain,BEGINNER,2,174,PEAK
DJ TROOPERS,Blue Rain,NORMAL,6,514,PEAK
DJ TROOPERS,Blue Rain,HYPER,8,812,PEAK
DJ TROOPERS,Blue Rain,ANOTHER,11,1149,PEAK
DJ TROOPERS,Blue Rain,LEGGENDARIA,12,1702,PEAK
copula,Blue Spring Express,NORMAL,7,664,PEAK
copula,Blue Spring Express,HYPER,10,1087,NOTES
copula,Blue Spring Express,ANOTHER,12,1728,PEAK
tricoro,BLUE STRAGGLER,NORMAL,4,440,NOTES
tricoro,BLUE STRAGGLER,HYPER,7,761,NOTES
tricoro,BLUE STRAGGLER,ANOTHER,10,1328,NOTES
6th style,Blueberry Stream,NORMAL,5,429,NOTES
6th style,Blueberry Stream,HYPER,7,770,PEAK
6th style,Blueberry Stream,ANOTHER,8,846,PEAK
DistorteD,bluemoon,NORMAL,4,,
DistorteD,bluemoon,HYPER,7,,
DistorteD,bluemoon,ANOTHER,10,1174,NOTES
Resort Anthem,BLUST OF WIND,NORMAL,5,427,NOTES
Resort Anthem,BLUST OF WIND,HYPER,8,810,NOTES
Resort Anthem,BLUST OF WIND,ANOTHER,10,1080,NOTES
CANNON BALLERS,Boomy and The Boost,NORMAL,6,538,PEAK
CANNON BALLERS,Boomy and The Boost,HYPER,9,1042,NOTES
CANNON BALLERS,Boomy and The Boost,ANOTHER,12,1826,CHORD
Resort Anthem,Bounce Bounce Bounce,NORMAL,5,560,SCRATCH
Resort Anthem,Bounce Bounce Bounce,HYPER,9,909,SCRATCH
Resort Anthem,Bounce Bounce Bounce,ANOTHER,11,1293,SCRATCH
10th style,Boundary,NORMAL,4,440,PEAK
10th style,Boundary,HYPER,9,930,CHORD
10th style,Boundary,ANOTHER,9,1031,CHORD
HEROIC VERSE,Bow shock!!,NORMAL,4,408,PEAK
HEROIC VERSE,Bow shock!!,HYPER,9,986,PEAK
HEROIC VERSE,Bow shock!!,ANOTHER,11,1566,NOTES
BISTROVER,Brahma,NORMAL,6,621,NOTES
BISTROVER,Brahma,HYPER,8,907,NOTES
BISTROVER,Brahma,ANOTHER,11,1454,NOTES
SPADA,BRAINSTORM,NORMAL,4,386,SCRATCH
SPADA,BRAINSTORM,HYPER,10,1032,SCRATCH
SPADA,BRAINSTORM,ANOTHER,11,1449,NOTES
tricoro,BRAVE GLOW,NORMAL,4,419,SCRATCH
tricoro,BRAVE GLOW,HYPER,8,875,NOTES
tricoro,BRAVE GLOW,ANOTHER,10,1261,NOTES
SPADA,BRAVE OUT,NORMAL,5,528,NOTES
SPADA,BRAVE OUT,HYPER,8,773,NOTES
SPADA,BRAVE OUT,ANOTHER,10,1091,NOTES
CastHour,Brave Spirits,NORMAL,4,362,NOTES
CastHour,Brave Spirits,HYPER,8,722,PEAK
CastHour,Brave Spirits,ANOTHER,10,1250,NOTES
SIRIUS,Brazilian Fire,NORMAL,6,,
SIRIUS,Brazilian Fire,HYPER,8,,
SIRIUS,Brazilian Fire,ANOTHER,9,894,NOTES
SINOBUZ,BREAK OVER,NORMAL,5,462,PEAK
SINOBUZ,BREAK OVER,HYPER,9,785,NOTES
SINOBUZ,BREAK OVER,ANOTHER,11,1210,PEAK
CANNON BALLERS,Break Stasis,NORMAL,6,673,NOTES
CANNON BALLERS,Break Stasis,HYPER,9,980,NOTES
CANNON BALLERS,Break Stasis,ANOTHER,10,1274,NOTES
BISTROVER,Breakin' Rules,NORMAL,6,652,NOTES
BISTROVER,Breakin' Rules,HYPER,9,917,NOTES
BISTROVER,Breakin' Rules,ANOTHER,11,1396,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",NORMAL,5,,
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",HYPER,8,,
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",ANOTHER,11,1544,NOTES
Resort Anthem,Breaking the ground,NORMAL,5,598,NOTES
Resort Anthem,Breaking the ground,HYPER,8,899,CHORD
Resort Anthem,Breaking the ground,ANOTHER,10,1274,CHORD
IIDX RED,BREATH,NORMAL,6,469,PEAK
IIDX RED,BREATH,HYPER,7,663,NOTES
IIDX RED,BREATH,ANOTHER,10,875,PEAK
9th style,BREEDING,NORMAL,4,,
9th style,BREEDING,HYPER,6,,
9th style,BREEDING,ANOTHER,7,778,NOTES
EMPRESS,BRIDAL FESTIVAL !!!,NORMAL,4,502,PEAK
EMPRESS,BRIDAL FESTIVAL !!!,HYPER,7,764,NOTES
EMPRESS,BRIDAL FESTIVAL !!!,ANOTHER,9,1077,CHORD
9th style,BRIGHTNESS DARKNESS,NORMAL,4,363,PEAK
9th style,BRIGHTNESS DARKNESS,HYPER,8,,
9th style,BRIGHTNESS DARKNESS,ANOTHER,9,889,PEAK
1st&substream,BRILLIANT 2U,NORMAL,3,270,PEAK
1st&substream,BRILLIANT 2U,HYPER,4,,
1st&substream,BRILLIANT 2U,ANOTHER,4,362,PEAK
7th style,BRING HER DOWN,NORMAL,5,,
7th style,BRING HER DOWN,HYPER,7,,
7th style,BRING HER DOWN,ANOTHER,9,900,NOTES
Pinky Crush,Bring The Fire,NORMAL,6,598,NOTES
Pinky Crush,Bring The Fire,HYPER,9,991,NOTES
Pinky Crush,Bring The Fire,ANOTHER,12,1734,NOTES
SINOBUZ,BroGamer,NORMAL,7,699,NOTES
SINOBUZ,BroGamer,HYPER,9,1099,SCRATCH
SINOBUZ,BroGamer,ANOTHER,11,1568,CHORD
SINOBUZ,BroGamer,LEGGENDARIA,12,2383,CHORD
Resort Anthem,Broken,NORMAL,5,543,PEAK
Resort Anthem,Broken,HYPER,9,1039,NOTES
Resort Anthem,Broken,ANOTHER,12,1598,PEAK
Resort Anthem,BROKEN EDEN,NORMAL,6,,
Resort Anthem,BROKEN EDEN,HYPER,9,917,NOTES
Resort Anthem,BROKEN EDEN,ANOTHER,11,1182,NOTES
4th style,Broken My Heart,NORMAL,5,474,NOTES
4th style,Broken My Heart,HYPER,7,751,NOTES
4th style,Broken My Heart,ANOTHER,9,914,NOTES
PENDUAL,Broken Sword,NORMAL,7,658,PEAK
PENDUAL,Broken Sword,HYPER,10,1054,NOTES
PENDUAL,Broken Sword,ANOTHER,12,1887,NOTES
6th style,Buffalo,NORMAL,5,511,PEAK
6th style,Buffalo,HYPER,7,744,NOTES
6th style,Buffalo,ANOTHER,10,932,SCRATCH
BISTROVER,Burning Flame,NORMAL,6,609,NOTES
BISTROVER,Burning Flame,HYPER,9,935,NOTES
BISTROVER,Burning Flame,ANOTHER,11,1470,NOTES
BISTROVER,Burning Flame,LEGGENDARIA,12,1938,NOTES
RESIDENT,Caldwell 99,NORMAL,6,530,NOTES
RESIDENT,Caldwell 99,HYPER,9,975,NOTES
RESIDENT,Caldwell 99,ANOTHER,11,1293,NOTES
7th style,Burning Heat! (Full Option Mix),NORMAL,4,361,PEAK
7th style,Burning Heat! (Full Option Mix),HYPER,5,494,PEAK
7th style,Burning Heat! (Full Option Mix),ANOTHER,7,755,PEAK
7th style,Burning Heat! (Full Option Mix),LEGGENDARIA,10,931,PEAK
RESIDENT,C-C-C-N-N-N,NORMAL,5,504,NOTES
RESIDENT,C-C-C-N-N-N,HYPER,9,898,PEAK
RESIDENT,C-C-C-N-N-N,ANOTHER,11,1434,CHORD
EPOLIS,CADENZA,NORMAL,7,775,NOTES
EPOLIS,CADENZA,HYPER,10,1277,NOTES
EPOLIS,CADENZA,ANOTHER,12,2357,NOTES
INFINITAS,CALDERA,NORMAL,7,,
INFINITAS,CALDERA,HYPER,10,686,SCRATCH
INFINITAS,CALDERA,ANOTHER,11,787,SCRATCH
Lincle,CALL,NORMAL,2,185,PEAK
Lincle,CALL,HYPER,5,441,PEAK
Lincle,CALL,ANOTHER,8,735,PEAK
Lincle,CALL,LEGGENDARIA,11,1371,CHARGE
HEROIC VERSE,Calvados Queen,NORMAL,5,502,PEAK
HEROIC VERSE,Calvados Queen,HYPER,8,777,NOTES
HEROIC VERSE,Calvados Queen,ANOTHER,10,1242,CHORD
3rd style,CAN'T STOP FALLIN'IN LOVE,NORMAL,4,310,PEAK
3rd style,CAN'T STOP FALLIN'IN LOVE,HYPER,8,632,PEAK
GOLD,Candy Galy,NORMAL,7,800,NOTES
GOLD,Candy Galy,HYPER,10,1308,NOTES
GOLD,Candy Galy,ANOTHER,12,1798,NOTES
GOLD,CaptivAte～誓い～,NORMAL,6,677,NOTES
GOLD,CaptivAte～誓い～,HYPER,9,1017,NOTES
GOLD,CaptivAte～誓い～,ANOTHER,10,1127,PEAK
HAPPY SKY,CaptivAte～浄化～,NORMAL,5,541,PEAK
HAPPY SKY,CaptivAte～浄化～,HYPER,9,946,PEAK
HAPPY SKY,CaptivAte～浄化～,ANOTHER,11,1243,CHORD
GOLD,CaptivAte～裁き～,BEGINNER,3,214,PEAK
GOLD,CaptivAte～裁き～,NORMAL,6,435,NOTES
GOLD,CaptivAte～裁き～,HYPER,8,663,PEAK
GOLD,CaptivAte～裁き～,ANOTHER,9,897,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),NORMAL,6,,
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),HYPER,8,837,NOTES
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),ANOTHER,10,1231,CHORD
EMPRESS,CaptivAte2～覚醒～,BEGINNER,1,123,PEAK
EMPRESS,CaptivAte2～覚醒～,NORMAL,6,564,PEAK
EMPRESS,CaptivAte2～覚醒～,HYPER,9,894,PEAK
EMPRESS,CaptivAte2～覚醒～,ANOTHER,11,1221,PEAK
EMPRESS,CaptivAte2～覚醒～,LEGGENDARIA,12,1543,PEAK
Rootage,Carmina,BEGINNER,3,266,PEAK
Rootage,Carmina,NORMAL,6,683,CHARGE
Rootage,Carmina,HYPER,10,1292,NOTES
Rootage,Carmina,ANOTHER,12,2000,CHARGE
INFINITAS,CARNIVOROUS,NORMAL,5,499,NOTES
INFINITAS,CARNIVOROUS,HYPER,8,,
INFINITAS,CARNIVOROUS,ANOTHER,11,1198,NOTES
Rootage,Carry Me Away,BEGINNER,3,268,NOTES
Rootage,Carry Me Away,NORMAL,7,575,PEAK
Rootage,Carry Me Away,HYPER,9,933,NOTES
Rootage,Carry Me Away,ANOTHER,12,1613,NOTES
Lincle,Castle on the Moon,NORMAL,4,328,NOTES
Lincle,Castle on the Moon,HYPER,9,837,NOTES
Lincle,Castle on the Moon,ANOTHER,11,1231,NOTES
HAPPY SKY,Catch Me,NORMAL,5,405,PEAK
HAPPY SKY,Catch Me,HYPER,8,678,SCRATCH
HAPPY SKY,Catch Me,ANOTHER,10,925,SCRATCH
Rootage,Catch Our Fire!,NORMAL,6,699,NOTES
Rootage,Catch Our Fire!,HYPER,10,1186,NOTES
Rootage,Catch Our Fire!,ANOTHER,12,1885,NOTES
SINOBUZ,Caterpillar,NORMAL,6,617,PEAK
SINOBUZ,Caterpillar,HYPER,10,1129,NOTES
SINOBUZ,Caterpillar,ANOTHER,12,1561,SCRATCH
8th style,CELEBRATE NITE,NORMAL,5,471,NOTES
8th style,CELEBRATE NITE,HYPER,6,591,NOTES
8th style,CELEBRATE NITE,ANOTHER,8,714,NOTES
8th style,CELEBRATE NITE,LEGGENDARIA,10,875,NOTES
copula,Central Station,NORMAL,5,527,NOTES
copula,Central Station,HYPER,8,803,NOTES
copula,Central Station,ANOTHER,10,1223,NOTES
PENDUAL,Chain of pain,NORMAL,4,396,PEAK
PENDUAL,Chain of pain,HYPER,8,789,PEAK
PENDUAL,Chain of pain,ANOTHER,10,1130,PEAK
Lincle,Change the World,NORMAL,5,412,NOTES
Lincle,Change the World,HYPER,7,714,NOTES
Lincle,Change the World,ANOTHER,9,931,NOTES
HEROIC VERSE,Change Yourself,NORMAL,5,493,PEAK
HEROIC VERSE,Change Yourself,HYPER,9,890,PEAK
HEROIC VERSE,Change Yourself,ANOTHER,11,1288,NOTES
copula,chaos eater -IIDX edition-,NORMAL,5,,
copula,chaos eater -IIDX edition-,HYPER,9,887,NOTES
copula,chaos eater -IIDX edition-,ANOTHER,11,1328,PEAK
Pinky Crush,CHAOTIC SUNBIRD,NORMAL,6,,
Pinky Crush,CHAOTIC SUNBIRD,HYPER,9,885,NOTES
Pinky Crush,CHAOTIC SUNBIRD,ANOTHER,11,1662,NOTES
RESIDENT,Chaotoxin,NORMAL,5,599,PEAK
RESIDENT,Chaotoxin,HYPER,9,888,PEAK
RESIDENT,Chaotoxin,ANOTHER,12,1705,PEAK
CANNON BALLERS,ChaserXX,NORMAL,6,560,NOTES
CANNON BALLERS,ChaserXX,HYPER,9,988,NOTES
CANNON BALLERS,ChaserXX,ANOTHER,11,1453,NOTES
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,NORMAL,5,,
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,HYPER,7,725,PEAK
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,ANOTHER,10,1032,PEAK
4th style,CHECKING YOU OUT,NORMAL,7,339,SCRATCH
4th style,CHECKING YOU OUT,HYPER,9,481,SCRATCH
4th style,CHECKING YOU OUT,ANOTHER,11,700,SCRATCH
EPOLIS,Chemical Colours,NORMAL,5,526,SCRATCH
EPOLIS,Chemical Colours,HYPER,9,1035,NOTES
EPOLIS,Chemical Colours,ANOTHER,11,1416,NOTES
CANNON BALLERS,Chemical Cookie,NORMAL,5,419,NOTES
CANNON BALLERS,Chemical Cookie,HYPER,8,739,NOTES
CANNON BALLERS,Chemical Cookie,ANOTHER,10,1081,NOTES
BISTROVER,Chewingood!!!,BEGINNER,1,153,PEAK
BISTROVER,Chewingood!!!,NORMAL,4,435,PEAK
BISTROVER,Chewingood!!!,HYPER,7,761,NOTES
BISTROVER,Chewingood!!!,ANOTHER,10,1317,NOTES
SIRIUS,Chocolate Dancing,NORMAL,3,,
SIRIUS,Chocolate Dancing,HYPER,5,,
SIRIUS,Chocolate Dancing,ANOTHER,7,724,NOTES
INFINITAS,CHOCOLATE PHILOSOPHY,NORMAL,4,,
INFINITAS,CHOCOLATE PHILOSOPHY,HYPER,7,,
INFINITAS,CHOCOLATE PHILOSOPHY,ANOTHER,10,1135,CHARGE
INFINITAS,Chocolate Planet,NORMAL,4,,
INFINITAS,Chocolate Planet,HYPER,8,,
INFINITAS,Chocolate Planet,ANOTHER,10,1137,CHORD
INFINITAS,Chocolate Planet,LEGGENDARIA,11,1566,CHARGE
PENDUAL,chrono diver -fragment-,NORMAL,3,347,PEAK
PENDUAL,chrono diver -fragment-,HYPER,6,,
PENDUAL,chrono diver -fragment-,ANOTHER,9,900,CHORD
PENDUAL,chrono diver -fragment-,LEGGENDARIA,10,1134,CHORD
PENDUAL,CHRONO DIVER -NORNIR-,NORMAL,5,592,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,HYPER,9,1124,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,ANOTHER,11,1568,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,LEGGENDARIA,12,2233,CHORD
PENDUAL,Chrono Diver -PENDULUMs-,NORMAL,7,722,NOTES
PENDUAL,Chrono Diver -PENDULUMs-,HYPER,11,1422,PEAK
PENDUAL,Chrono Diver -PENDULUMs-,ANOTHER,12,2222,NOTES
PENDUAL,Chronos,NORMAL,5,443,PEAK
PENDUAL,Chronos,HYPER,8,717,PEAK
PENDUAL,Chronos,ANOTHER,11,1205,CHARGE
INFINITAS,Chronoxia,NORMAL,6,,
INFINITAS,Chronoxia,HYPER,10,1077,NOTES
INFINITAS,Chronoxia,ANOTHER,12,1665,NOTES
PENDUAL,cinder,NORMAL,5,432,PEAK
PENDUAL,cinder,HYPER,9,1037,NOTES
PENDUAL,cinder,ANOTHER,12,1601,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),NORMAL,7,668,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),HYPER,9,977,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),ANOTHER,11,1344,CHORD
SPADA,Claiomh Solais,NORMAL,2,173,PEAK
SPADA,Claiomh Solais,HYPER,6,723,CHORD
SPADA,Claiomh Solais,ANOTHER,9,1052,CHORD
SPADA,Cleopatrysm,NORMAL,4,416,NOTES
SPADA,Cleopatrysm,HYPER,8,753,NOTES
SPADA,Cleopatrysm,ANOTHER,11,1326,PEAK
4th style,Clione,NORMAL,4,264,PEAK
4th style,Clione,HYPER,5,479,PEAK
4th style,Clione,ANOTHER,9,811,PEAK
4th style,Clione,LEGGENDARIA,11,1102,CHARGE
INFINITAS,Clione (Ryu☆ Remix),NORMAL,5,,
INFINITAS,Clione (Ryu☆ Remix),HYPER,8,737,PEAK
INFINITAS,Clione (Ryu☆ Remix),ANOTHER,10,987,CHARGE
IIDX RED,Close my Eyes for Me,NORMAL,5,529,SCRATCH
IIDX RED,Close my Eyes for Me,HYPER,8,755,SCRATCH
IIDX RED,Close my Eyes for Me,ANOTHER,9,948,SCRATCH
SPADA,Close the World feat.a☆ru,NORMAL,5,578,NOTES
SPADA,Close the World feat.a☆ru,HYPER,10,1075,NOTES
SPADA,Close the World feat.a☆ru,ANOTHER,12,1739,NOTES
SPADA,Close the World feat.a☆ru,LEGGENDARIA,12,1983,NOTES
7th style,CLOUDY MUSIC,NORMAL,5,,
7th style,CLOUDY MUSIC,HYPER,7,620,PEAK
Rootage,CODE:0,NORMAL,5,726,NOTES
Rootage,CODE:0,HYPER,9,1120,NOTES
Rootage,CODE:0,ANOTHER,11,1454,SCRATCH
copula,CODE:1 [revision1.0.1],NORMAL,5,497,NOTES
copula,CODE:1 [revision1.0.1],HYPER,9,887,NOTES
copula,CODE:1 [revision1.0.1],ANOTHER,12,1590,NOTES
INFINITAS,Cold Moon,NORMAL,6,,
INFINITAS,Cold Moon,HYPER,9,,
INFINITAS,Cold Moon,ANOTHER,11,1431,CHORD
EMPRESS,Colorful Cookie,BEGINNER,3,338,NOTES
EMPRESS,Colorful Cookie,NORMAL,5,570,PEAK
EMPRESS,Colorful Cookie,HYPER,10,1143,CHORD
EMPRESS,Colorful Cookie,ANOTHER,12,1773,PEAK
6th style,Colors (radio edit),NORMAL,6,751,NOTES
6th style,Colors (radio edit),HYPER,9,1011,NOTES
6th style,Colors (radio edit),ANOTHER,12,1258,PEAK
8th style,Colors -Y&Co. Eurobeat Remix-,NORMAL,5,585,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,HYPER,9,1029,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,ANOTHER,10,1100,NOTES
PENDUAL,COLOSSEUM,NORMAL,4,,
PENDUAL,COLOSSEUM,HYPER,7,627,NOTES
PENDUAL,COLOSSEUM,ANOTHER,11,1159,CHORD
Rootage,CoMAAAAAAA,NORMAL,6,643,NOTES
Rootage,CoMAAAAAAA,HYPER,9,1068,NOTES
Rootage,CoMAAAAAAA,ANOTHER,10,1208,CHORD
tricoro,CONCEPTUAL,NORMAL,5,417,NOTES
tricoro,CONCEPTUAL,HYPER,7,,
tricoro,CONCEPTUAL,ANOTHER,11,1391,NOTES
DistorteD,Concertino in Blue,BEGINNER,2,198,SOF-LAN
DistorteD,Concertino in Blue,NORMAL,5,460,SOF-LAN
DistorteD,Concertino in Blue,HYPER,10,915,SOF-LAN
DistorteD,Concertino in Blue,ANOTHER,12,1311,SOF-LAN
INFINITAS,concon,NORMAL,5,,
INFINITAS,concon,HYPER,8,,
INFINITAS,concon,ANOTHER,10,1230,NOTES
INFINITAS,concon,LEGGENDARIA,12,1835,PEAK
tricoro,Confiserie,NORMAL,5,484,NOTES
tricoro,Confiserie,HYPER,10,1097,NOTES
tricoro,Confiserie,ANOTHER,12,1833,PEAK
BISTROVER,CONNECT-,NORMAL,5,,
BISTROVER,CONNECT-,HYPER,9,932,NOTES
BISTROVER,CONNECT-,ANOTHER,11,1483,NOTES
tricoro,connective,NORMAL,2,203,PEAK
tricoro,connective,HYPER,6,564,NOTES
tricoro,connective,ANOTHER,8,805,NOTES
DistorteD,CONTRACT,NORMAL,9,648,PEAK
DistorteD,CONTRACT,HYPER,10,863,NOTES
DistorteD,CONTRACT,ANOTHER,11,1056,NOTES
DistorteD,CONTRACT,LEGGENDARIA,12,1418,PEAK
tricoro,Cookie Bouquets,NORMAL,5,446,PEAK
tricoro,Cookie Bouquets,HYPER,9,1076,NOTES
tricoro,Cookie Bouquets,ANOTHER,11,1714,CHORD
PENDUAL,Cosmic Cat,NORMAL,6,476,NOTES
PENDUAL,Cosmic Cat,HYPER,9,892,PEAK
PENDUAL,Cosmic Cat,ANOTHER,11,1166,PEAK
PENDUAL,Cosmic Cat,LEGGENDARIA,12,1651,CHORD
Rootage,COSMIC CYBER,NORMAL,5,524,NOTES
Rootage,COSMIC CYBER,HYPER,9,862,NOTES
Rootage,COSMIC CYBER,ANOTHER,11,1469,NOTES
BISTROVER,COSMIC RAY,NORMAL,7,667,NOTES
BISTROVER,COSMIC RAY,HYPER,10,1130,NOTES
BISTROVER,COSMIC RAY,ANOTHER,12,1509,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,NORMAL,4,389,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,HYPER,7,,
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,ANOTHER,9,1049,CHORD
INFINITAS,Cosy Catastrophe,NORMAL,5,,
INFINITAS,Cosy Catastrophe,HYPER,10,1072,SCRATCH
INFINITAS,Cosy Catastrophe,ANOTHER,12,1581,SCRATCH
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,NORMAL,4,339,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,HYPER,7,659,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,ANOTHER,10,1114,CHORD
9th style,Cradle,NORMAL,5,466,PEAK
9th style,Cradle,HYPER,8,751,PEAK
9th style,Cradle,ANOTHER,10,803,PEAK
Rootage,Cranberry City ft. Luschel,NORMAL,5,433,NOTES
Rootage,Cranberry City ft. Luschel,HYPER,8,816,NOTES
Rootage,Cranberry City ft. Luschel,ANOTHER,10,1234,NOTES
HEROIC VERSE,Crank It,NORMAL,4,393,PEAK
HEROIC VERSE,Crank It,HYPER,7,731,NOTES
HEROIC VERSE,Crank It,ANOTHER,9,1228,CHORD
BISTROVER,Crazy Jackpot,NORMAL,5,506,NOTES
BISTROVER,Crazy Jackpot,HYPER,9,848,NOTES
BISTROVER,Crazy Jackpot,ANOTHER,11,1447,NOTES
SINOBUZ,crew,NORMAL,3,317,PEAK
SINOBUZ,crew,HYPER,8,885,NOTES
SINOBUZ,crew,ANOTHER,11,1480,NOTES
SPADA,Critical Crystal,BEGINNER,1,112,PEAK
SPADA,Critical Crystal,NORMAL,6,565,PEAK
SPADA,Critical Crystal,HYPER,8,946,NOTES
SPADA,Critical Crystal,ANOTHER,11,1495,PEAK
INFINITAS,Cross Fire,NORMAL,6,,
INFINITAS,Cross Fire,HYPER,10,1134,NOTES
INFINITAS,Cross Fire,ANOTHER,12,1746,NOTES
GOLD,CROSSROAD ～Left Story～,NORMAL,5,,
GOLD,CROSSROAD ～Left Story～,HYPER,8,883,NOTES
GOLD,CROSSROAD ～Left Story～,ANOTHER,10,1097,CHORD
RESIDENT,CUE CUE RESCUE,BEGINNER,3,267,NOTES
RESIDENT,CUE CUE RESCUE,NORMAL,5,580,NOTES
RESIDENT,CUE CUE RESCUE,HYPER,8,853,NOTES
RESIDENT,CUE CUE RESCUE,ANOTHER,10,1278,NOTES
EPOLIS,Cult Invitation,NORMAL,6,621,SCRATCH
EPOLIS,Cult Invitation,HYPER,10,984,SCRATCH
EPOLIS,Cult Invitation,ANOTHER,12,1804,SCRATCH
GOLD,Cyber Force,NORMAL,5,637,NOTES
GOLD,Cyber Force,HYPER,9,980,NOTES
GOLD,Cyber Force,ANOTHER,10,1200,NOTES
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,NORMAL,5,553,SCRATCH
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,HYPER,9,944,PEAK
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,ANOTHER,10,1278,PEAK
SINOBUZ,Cyber True Color,NORMAL,5,504,SCRATCH
SINOBUZ,Cyber True Color,HYPER,9,863,PEAK
SINOBUZ,Cyber True Color,ANOTHER,11,1207,PEAK
INFINITAS,CyberConnect,NORMAL,4,,
INFINITAS,CyberConnect,HYPER,7,,
INFINITAS,CyberConnect,ANOTHER,10,975,NOTES
SIRIUS,D,NORMAL,8,770,SOF-LAN
SIRIUS,D,HYPER,10,1004,SOF-LAN
