バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
PENDUAL,Blaze it UP!,HYPER,8,1069,NOTES
PENDUAL,Blaze it UP!,ANOTHER,11,1613,CHORD
INFINITAS,BLAZING_LAZER,NORMAL,6,644,NOTES
INFINITAS,BLAZING_LAZER,HYPER,9,1100,SCRATCH
INFINITAS,BLAZING_LAZER,ANOTHER,12,1724,NOTES
INFINITAS,Bleep Beep Bop,NORMAL,4,,
INFINITAS,Bleep Beep Bop,HYPER,8,,
INFINITAS,Bleep Beep Bop,ANOTHER,11,1277,SCRATCH
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,NORMAL,7,618,PEAK
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,HYPER,8,950,NOTES
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,ANOTHER,10,1134,PEAK
IIDX RED,BLOCKS,NORMAL,4,417,PEAK
IIDX RED,BLOCKS,HYPER,7,746,NOTES/PEAK
IIDX RED,BLOCKS,ANOTHER,12,1001,PEAK
DistorteD,Bloody Tears(IIDX EDITION),NORMAL,5,574,PEAK
DistorteD,Bloody Tears(IIDX EDITION),HYPER,10,1009,NOTES
DistorteD,Bloody Tears(IIDX EDITION),ANOTHER,11,1280,PEAK
SIRIUS,bloomin' feeling,NORMAL,6,646,NOTES
SIRIUS,bloomin' feeling,HYPER,10,1109,CHORD
SIRIUS,bloomin' feeling,ANOTHER,11,1384,NOTES
Rootage,BLOSSOM,NORMAL,5,546,NOTES
Rootage,BLOSSOM,HYPER,8,815,NOTES
Rootage,BLOSSOM,ANOTHER,10,1316,NOTES
CastHour,Blue Bird feat. Kanae Asaba,NORMAL,4,301,PEAK
CastHour,Blue Bird feat. Kanae Asaba,HYPER,6,622,NOTES
CastHour,Blue Bird feat. Kanae Asaba,ANOTHER,8,889,NOTES
PENDUAL,BLUE MIRAGE,NORMAL,5,596,SCRATCH
PENDUAL,BLUE MIRAGE,HYPER,9,1092,NOTES
PENDUAL,BLUE MIRAGE,ANOTHER,11,1509,NOTES
DJ TROOPERS,Blue Rain,NORMAL,6,587,PEAK
DJ TROOPERS,Blue Rain,HYPER,7,803,PEAK
DJ TROOPERS,Blue Rain,ANOTHER,10,1037,PEAK
DJ TROOPERS,Blue Rain,LEGGENDARIA,12,1662,PEAK
copula,Blue Spring Express,NORMAL,6,585,NOTES
copula,Blue Spring Express,HYPER,10,1013,NOTES
copula,Blue Spring Express,ANOTHER,12,1602,NOTES
tricoro,BLUE STRAGGLER,NORMAL,4,442,NOTES
tricoro,BLUE STRAGGLER,HYPER,8,843,NOTES
tricoro,BLUE STRAGGLER,ANOTHER,10,1311,PEAK
6th style,Blueberry Stream,NORMAL,7,598,PEAK
6th style,Blueberry Stream,HYPER,9,817,PEAK
6th style,Blueberry Stream,ANOTHER,10,868,PEAK
DistorteD,bluemoon,NORMAL,5,473,PEAK
DistorteD,bluemoon,HYPER,10,961,NOTES
DistorteD,bluemoon,ANOTHER,11,1207,PEAK
Resort Anthem,BLUST OF WIND,NORMAL,5,394,NOTES
Resort Anthem,BLUST OF WIND,HYPER,8,784,NOTES
Resort Anthem,BLUST OF WIND,ANOTHER,10,1113,CHORD
CANNON BALLERS,Boomy and The Boost,NORMAL,6,576,PEAK
CANNON BALLERS,Boomy and The Boost,HYPER,9,1088,NOTES
CANNON BALLERS,Boomy and The Boost,ANOTHER,12,1798,CHORD
Resort Anthem,Bounce Bounce Bounce,NORMAL,5,507,SCRATCH
Resort Anthem,Bounce Bounce Bounce,HYPER,9,874,SCRATCH
Resort Anthem,Bounce Bounce Bounce,ANOTHER,11,1230,SCRATCH
10th style,Boundary,NORMAL,5,521,PEAK
10th style,Boundary,HYPER,9,967,CHORD
10th style,Boundary,ANOTHER,9,967,CHORD
HEROIC VERSE,Bow shock!!,NORMAL,4,417,PEAK
HEROIC VERSE,Bow shock!!,HYPER,9,974,NOTES
HEROIC VERSE,Bow shock!!,ANOTHER,11,1583,NOTES
BISTROVER,Brahma,NORMAL,6,616,PEAK
BISTROVER,Brahma,HYPER,8,903,NOTES
BISTROVER,Brahma,ANOTHER,11,1469,NOTES
SPADA,BRAINSTORM,NORMAL,6,633,SCRATCH
SPADA,BRAINSTORM,HYPER,10,1204,CHORD
SPADA,BRAINSTORM,ANOTHER,12,1495,NOTES
tricoro,BRAVE GLOW,NORMAL,4,392,NOTES
tricoro,BRAVE GLOW,HYPER,8,772,PEAK
tricoro,BRAVE GLOW,ANOTHER,10,1188,CHORD
SPADA,BRAVE OUT,NORMAL,5,520,PEAK
SPADA,BRAVE OUT,HYPER,9,912,NOTES
SPADA,BRAVE OUT,ANOTHER,11,1264,NOTES
CastHour,Brave Spirits,NORMAL,4,362,NOTES
CastHour,Brave Spirits,HYPER,8,718,PEAK
CastHour,Brave Spirits,ANOTHER,10,1249,NOTES
SIRIUS,Brazilian Fire,NORMAL,4,,
SIRIUS,Brazilian Fire,HYPER,7,707,PEAK
SIRIUS,Brazilian Fire,ANOTHER,9,901,CHORD
SINOBUZ,BREAK OVER,NORMAL,5,452,PEAK
SINOBUZ,BREAK OVER,HYPER,8,712,PEAK
SINOBUZ,BREAK OVER,ANOTHER,11,1193,PEAK
CANNON BALLERS,Break Stasis,NORMAL,6,670,NOTES
CANNON BALLERS,Break Stasis,HYPER,9,990,NOTES
CANNON BALLERS,Break Stasis,ANOTHER,10,1282,NOTES
BISTROVER,Breakin' Rules,NORMAL,7,741,NOTES
BISTROVER,Breakin' Rules,HYPER,10,1050,NOTES
BISTROVER,Breakin' Rules,ANOTHER,12,1630,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",NORMAL,5,563,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",HYPER,8,851,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",ANOTHER,11,1551,NOTES
Resort Anthem,Breaking the ground,NORMAL,5,556,PEAK
Resort Anthem,Breaking the ground,HYPER,8,866,PEAK
Resort Anthem,Breaking the ground,ANOTHER,10,1265,CHORD
IIDX RED,BREATH,NORMAL,5,455,PEAK
IIDX RED,BREATH,HYPER,8,700,NOTES
IIDX RED,BREATH,ANOTHER,10,930,PEAK
9th style,BREEDING,NORMAL,5,584,PEAK
9th style,BREEDING,HYPER,6,,
9th style,BREEDING,ANOTHER,6,732,PEAK
EMPRESS,BRIDAL FESTIVAL !!!,NORMAL,5,590,PEAK
EMPRESS,BRIDAL FESTIVAL !!!,HYPER,8,820,NOTES
EMPRESS,BRIDAL FESTIVAL !!!,ANOTHER,9,970,PEAK
9th style,BRIGHTNESS DARKNESS,NORMAL,3,381,PEAK
9th style,BRIGHTNESS DARKNESS,HYPER,8,825,PEAK
9th style,BRIGHTNESS DARKNESS,ANOTHER,10,984,PEAK
1st&substream,BRILLIANT 2U,NORMAL,3,,
1st&substream,BRILLIANT 2U,HYPER,5,363,PEAK
7th style,BRING HER DOWN,NORMAL,7,751,NOTES
7th style,BRING HER DOWN,HYPER,10,,
Pinky Crush,Bring The Fire,NORMAL,6,615,NOTES
Pinky Crush,Bring The Fire,HYPER,9,1057,NOTES
Pinky Crush,Bring The Fire,ANOTHER,12,1639,NOTES
SINOBUZ,BroGamer,NORMAL,7,667,PEAK
SINOBUZ,BroGamer,HYPER,9,1098,SCRATCH
SINOBUZ,BroGamer,ANOTHER,11,1575,SCRATCH
SINOBUZ,BroGamer,LEGGENDARIA,12,2342,CHORD
Resort Anthem,Broken,NORMAL,5,551,PEAK
Resort Anthem,Broken,HYPER,9,1096,NOTES
Resort Anthem,Broken,ANOTHER,12,1420,PEAK
Resort Anthem,BROKEN EDEN,NORMAL,6,560,PEAK
Resort Anthem,BROKEN EDEN,HYPER,10,992,NOTES
Resort Anthem,BROKEN EDEN,ANOTHER,11,1235,NOTES
4th style,Broken My Heart,NORMAL,4,405,PEAK
4th style,Broken My Heart,HYPER,7,742,NOTES
4th style,Broken My Heart,ANOTHER,10,914,NOTES
PENDUAL,Broken Sword,NORMAL,6,513,PEAK
PENDUAL,Broken Sword,HYPER,9,1123,CHORD
PENDUAL,Broken Sword,ANOTHER,12,1911,NOTES
6th style,Buffalo,NORMAL,4,479,PEAK
6th style,Buffalo,HYPER,8,744,NOTES
6th style,Buffalo,ANOTHER,10,932,SCRATCH
BISTROVER,Burning Flame,NORMAL,6,586,PEAK
BISTROVER,Burning Flame,HYPER,9,925,NOTES
BISTROVER,Burning Flame,ANOTHER,11,1429,NOTES
BISTROVER,Burning Flame,LEGGENDARIA,12,1944,PEAK
RESIDENT,Caldwell 99,NORMAL,6,541,NOTES
RESIDENT,Caldwell 99,HYPER,9,961,NOTES
RESIDENT,Caldwell 99,ANOTHER,11,1338,NOTES
7th style,Burning Heat! (Full Option Mix),NORMAL,4,359,PEAK
7th style,Burning Heat! (Full Option Mix),HYPER,5,496,PEAK
7th style,Burning Heat! (Full Option Mix),ANOTHER,9,789,PEAK
7th style,Burning Heat! (Full Option Mix),LEGGENDARIA,10,945,PEAK
RESIDENT,C-C-C-N-N-N,NORMAL,5,525,SCRATCH
RESIDENT,C-C-C-N-N-N,HYPER,9,902,SCRATCH
RESIDENT,C-C-C-N-N-N,ANOTHER,11,1490,CHORD
EPOLIS,CADENZA,NORMAL,7,769,NOTES
EPOLIS,CADENZA,HYPER,10,1302,NOTES
EPOLIS,CADENZA,ANOTHER,12,2354,NOTES
INFINITAS,CALDERA,NORMAL,6,,
INFINITAS,CALDERA,HYPER,9,,
INFINITAS,CALDERA,ANOTHER,12,754,SCRATCH
Lincle,CALL,NORMAL,2,271,PEAK
Lincle,CALL,HYPER,8,721,PEAK
Lincle,CALL,ANOTHER,8,864,NOTES
Lincle,CALL,LEGGENDARIA,11,1426,CHARGE
HEROIC VERSE,Calvados Queen,NORMAL,5,500,PEAK
HEROIC VERSE,Calvados Queen,HYPER,8,760,NOTES
HEROIC VERSE,Calvados Queen,ANOTHER,10,1244,CHORD
3rd style,CAN'T STOP FALLIN'IN LOVE,NORMAL,4,313,PEAK
3rd style,CAN'T STOP FALLIN'IN LOVE,HYPER,7,620,NOTES
GOLD,Candy Galy,NORMAL,6,642,NOTES
GOLD,Candy Galy,HYPER,8,,
GOLD,Candy Galy,ANOTHER,12,1348,NOTES
GOLD,CaptivAte～誓い～,NORMAL,6,710,NOTES
GOLD,CaptivAte～誓い～,HYPER,9,1078,PEAK
GOLD,CaptivAte～誓い～,ANOTHER,11,1319,PEAK
HAPPY SKY,CaptivAte～浄化～,NORMAL,5,540,PEAK
HAPPY SKY,CaptivAte～浄化～,HYPER,9,936,PEAK
HAPPY SKY,CaptivAte～浄化～,ANOTHER,11,1235,CHORD
GOLD,CaptivAte～裁き～,NORMAL,5,422,PEAK
GOLD,CaptivAte～裁き～,HYPER,9,822,PEAK
GOLD,CaptivAte～裁き～,ANOTHER,11,1110,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),NORMAL,5,530,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),HYPER,8,847,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),ANOTHER,10,1151,PEAK
EMPRESS,CaptivAte2～覚醒～,NORMAL,5,493,PEAK
EMPRESS,CaptivAte2～覚醒～,HYPER,9,805,PEAK
EMPRESS,CaptivAte2～覚醒～,ANOTHER,11,1235,PEAK
EMPRESS,CaptivAte2～覚醒～,LEGGENDARIA,12,1392,PEAK
Rootage,Carmina,NORMAL,6,701,PEAK
Rootage,Carmina,HYPER,10,1273,NOTES
Rootage,Carmina,ANOTHER,12,2000,NOTES
INFINITAS,CARNIVOROUS,NORMAL,5,,
INFINITAS,CARNIVOROUS,HYPER,8,750,NOTES
INFINITAS,CARNIVOROUS,ANOTHER,11,1164,NOTES
Rootage,Carry Me Away,NORMAL,6,,
Rootage,Carry Me Away,HYPER,9,957,NOTES
Rootage,Carry Me Away,ANOTHER,12,1568,NOTES
Lincle,Castle on the Moon,NORMAL,4,,
Lincle,Castle on the Moon,HYPER,9,818,NOTES
Lincle,Castle on the Moon,ANOTHER,11,1305,NOTES
HAPPY SKY,Catch Me,NORMAL,4,403,PEAK
HAPPY SKY,Catch Me,HYPER,9,685,SCRATCH
HAPPY SKY,Catch Me,ANOTHER,10,922,SCRATCH
Rootage,Catch Our Fire!,NORMAL,6,691,NOTES
Rootage,Catch Our Fire!,HYPER,10,1198,NOTES
Rootage,Catch Our Fire!,ANOTHER,12,1888,NOTES
SINOBUZ,Caterpillar,NORMAL,6,626,PEAK
SINOBUZ,Caterpillar,HYPER,10,1064,SCRATCH
SINOBUZ,Caterpillar,ANOTHER,12,1681,SCRATCH
8th style,CELEBRATE NITE,NORMAL,5,471,NOTES
8th style,CELEBRATE NITE,HYPER,7,632,NOTES
8th style,CELEBRATE NITE,ANOTHER,8,731,NOTES
8th style,CELEBRATE NITE,LEGGENDARIA,10,884,NOTES
copula,Central Station,NORMAL,4,467,PEAK
copula,Central Station,HYPER,8,806,NOTES
copula,Central Station,ANOTHER,10,1285,NOTES
PENDUAL,Chain of pain,NORMAL,7,610,PEAK
PENDUAL,Chain of pain,HYPER,9,939,PEAK
PENDUAL,Chain of pain,ANOTHER,11,1301,PEAK
Lincle,Change the World,NORMAL,6,549,PEAK
Lincle,Change the World,HYPER,9,913,NOTES
Lincle,Change the World,ANOTHER,11,1271,CHORD
HEROIC VERSE,Change Yourself,NORMAL,5,462,PEAK
HEROIC VERSE,Change Yourself,HYPER,9,833,PEAK
HEROIC VERSE,Change Yourself,ANOTHER,11,1260,PEAK
copula,chaos eater -IIDX edition-,NORMAL,7,683,PEAK
copula,chaos eater -IIDX edition-,HYPER,9,905,NOTES
copula,chaos eater -IIDX edition-,ANOTHER,12,1442,CHORD
Pinky Crush,CHAOTIC SUNBIRD,NORMAL,6,627,NOTES
Pinky Crush,CHAOTIC SUNBIRD,HYPER,9,882,PEAK
Pinky Crush,CHAOTIC SUNBIRD,ANOTHER,11,1512,NOTES
RESIDENT,Chaotoxin,NORMAL,5,615,PEAK
RESIDENT,Chaotoxin,HYPER,9,869,PEAK
RESIDENT,Chaotoxin,ANOTHER,12,1746,NOTES
CANNON BALLERS,ChaserXX,NORMAL,6,571,NOTES
CANNON BALLERS,ChaserXX,HYPER,9,953,NOTES
CANNON BALLERS,ChaserXX,ANOTHER,11,1410,NOTES
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,NORMAL,5,507,PEAK
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,HYPER,7,748,PEAK
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,ANOTHER,10,1051,PEAK
4th style,CHECKING YOU OUT,NORMAL,7,339,SCRATCH
4th style,CHECKING YOU OUT,HYPER,11,482,SCRATCH
4th style,CHECKING YOU OUT,ANOTHER,11,703,SCRATCH
EPOLIS,Chemical Colours,NORMAL,5,547,SCRATCH
EPOLIS,Chemical Colours,HYPER,9,1021,NOTES
EPOLIS,Chemical Colours,ANOTHER,11,1426,NOTES
CANNON BALLERS,Chemical Cookie,NORMAL,5,389,NOTES
CANNON BALLERS,Chemical Cookie,HYPER,8,724,NOTES
CANNON BALLERS,Chemical Cookie,ANOTHER,11,1061,NOTES
BISTROVER,Chewingood!!!,NORMAL,4,446,PEAK
BISTROVER,Chewingood!!!,HYPER,7,780,PEAK
BISTROVER,Chewingood!!!,ANOTHER,10,1304,CHORD
SIRIUS,Chocolate Dancing,NORMAL,3,,
SIRIUS,Chocolate Dancing,HYPER,6,491,NOTES
SIRIUS,Chocolate Dancing,ANOTHER,8,685,NOTES
INFINITAS,CHOCOLATE PHILOSOPHY,NORMAL,4,,
INFINITAS,CHOCOLATE PHILOSOPHY,HYPER,7,698,PEAK
INFINITAS,CHOCOLATE PHILOSOPHY,ANOTHER,10,1167,CHARGE
INFINITAS,Chocolate Planet,NORMAL,4,,
INFINITAS,Chocolate Planet,HYPER,8,757,NOTES
INFINITAS,Chocolate Planet,ANOTHER,10,1170,CHORD
INFINITAS,Chocolate Planet,LEGGENDARIA,11,1537,CHARGE
PENDUAL,chrono diver -fragment-,NORMAL,3,322,PEAK
PENDUAL,chrono diver -fragment-,HYPER,6,,
PENDUAL,chrono diver -fragment-,ANOTHER,9,896,CHORD
PENDUAL,chrono diver -fragment-,LEGGENDARIA,10,1114,CHORD
PENDUAL,CHRONO DIVER -NORNIR-,NORMAL,5,625,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,HYPER,9,1128,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,ANOTHER,11,1582,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,LEGGENDARIA,12,2477,NOTES/CHORD
PENDUAL,Chrono Diver -PENDULUMs-,NORMAL,7,722,PEAK
PENDUAL,Chrono Diver -PENDULUMs-,HYPER,11,1422,NOTES
PENDUAL,Chrono Diver -PENDULUMs-,ANOTHER,12,2222,NOTES
PENDUAL,Chronos,NORMAL,5,462,PEAK
PENDUAL,Chronos,HYPER,9,914,PEAK
PENDUAL,Chronos,ANOTHER,11,1356,CHARGE
INFINITAS,Chronoxia,NORMAL,6,593,NOTES
INFINITAS,Chronoxia,HYPER,10,,
INFINITAS,Chronoxia,ANOTHER,12,1683,NOTES
PENDUAL,cinder,NORMAL,5,573,NOTES
PENDUAL,cinder,HYPER,9,1139,PEAK
PENDUAL,cinder,ANOTHER,12,1762,CHORD
CANNON BALLERS,City Never Sleeps (IIDX Edition),NORMAL,7,666,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),HYPER,9,979,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),ANOTHER,11,1377,CHORD
SPADA,Claiomh Solais,NORMAL,2,265,PEAK
SPADA,Claiomh Solais,HYPER,8,843,NOTES
SPADA,Claiomh Solais,ANOTHER,10,1175,CHORD
SPADA,Cleopatrysm,NORMAL,4,381,PEAK
SPADA,Cleopatrysm,HYPER,9,732,SCRATCH
SPADA,Cleopatrysm,ANOTHER,11,1199,PEAK
4th style,Clione,NORMAL,3,264,PEAK
4th style,Clione,HYPER,4,477,PEAK
4th style,Clione,ANOTHER,9,1010,PEAK
4th style,Clione,LEGGENDARIA,11,1203,CHARGE
INFINITAS,Clione (Ryu☆ Remix),NORMAL,5,,
INFINITAS,Clione (Ryu☆ Remix),HYPER,8,720,PEAK
INFINITAS,Clione (Ryu☆ Remix),ANOTHER,10,967,CHARGE
IIDX RED,Close my Eyes for Me,NORMAL,5,521,SCRATCH
IIDX RED,Close my Eyes for Me,HYPER,8,,
IIDX RED,Close my Eyes for Me,ANOTHER,11,1058,SCRATCH
SPADA,Close the World feat.a☆ru,NORMAL,5,433,PEAK
SPADA,Close the World feat.a☆ru,HYPER,9,912,PEAK
SPADA,Close the World feat.a☆ru,ANOTHER,12,1610,NOTES
SPADA,Close the World feat.a☆ru,LEGGENDARIA,12,1851,NOTES
7th style,CLOUDY MUSIC,NORMAL,5,422,PEAK
7th style,CLOUDY MUSIC,HYPER,8,619,PEAK
Rootage,CODE:0,NORMAL,6,738,NOTES
Rootage,CODE:0,HYPER,10,1086,PEAK
Rootage,CODE:0,ANOTHER,11,1382,NOTES
copula,CODE:1 [revision1.0.1],NORMAL,5,476,NOTES
copula,CODE:1 [revision1.0.1],HYPER,9,887,NOTES
copula,CODE:1 [revision1.0.1],ANOTHER,12,1685,PEAK
INFINITAS,Cold Moon,NORMAL,6,,
INFINITAS,Cold Moon,HYPER,9,901,NOTES
INFINITAS,Cold Moon,ANOTHER,11,1421,CHORD
EMPRESS,Colorful Cookie,NORMAL,7,716,NOTES
EMPRESS,Colorful Cookie,HYPER,10,1220,CHORD
EMPRESS,Colorful Cookie,ANOTHER,12,1811,CHORD
6th style,Colors (radio edit),NORMAL,6,714,NOTES
6th style,Colors (radio edit),HYPER,10,1099,PEAK
6th style,Colors (radio edit),ANOTHER,12,1255,PEAK
8th style,Colors -Y&Co. Eurobeat Remix-,NORMAL,6,663,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,HYPER,10,1068,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,ANOTHER,10,1100,NOTES
PENDUAL,COLOSSEUM,NORMAL,4,353,NOTES
PENDUAL,COLOSSEUM,HYPER,8,684,PEAK
PENDUAL,COLOSSEUM,ANOTHER,10,1184,CHORD
Rootage,CoMAAAAAAA,NORMAL,6,640,NOTES
Rootage,CoMAAAAAAA,HYPER,10,1151,CHORD
Rootage,CoMAAAAAAA,ANOTHER,10,1304,CHORD
tricoro,CONCEPTUAL,NORMAL,5,437,NOTES
tricoro,CONCEPTUAL,HYPER,8,708,NOTES
tricoro,CONCEPTUAL,ANOTHER,11,1412,NOTES
DistorteD,Concertino in Blue,NORMAL,5,486,SOF-LAN
DistorteD,Concertino in Blue,HYPER,10,972,SOF-LAN
DistorteD,Concertino in Blue,ANOTHER,12,1425,SOF-LAN
INFINITAS,concon,NORMAL,5,,
INFINITAS,concon,HYPER,8,777,PEAK
INFINITAS,concon,ANOTHER,10,1220,PEAK
INFINITAS,concon,LEGGENDARIA,12,1974,NOTES
tricoro,Confiserie,NORMAL,5,509,NOTES
tricoro,Confiserie,HYPER,10,1097,NOTES
tricoro,Confiserie,ANOTHER,12,1938,NOTES
BISTROVER,CONNECT-,NORMAL,5,514,PEAK
BISTROVER,CONNECT-,HYPER,9,952,NOTES
BISTROVER,CONNECT-,ANOTHER,11,1403,NOTES
tricoro,connective,NORMAL,2,206,PEAK
tricoro,connective,HYPER,6,,
tricoro,connective,ANOTHER,8,787,NOTES
DistorteD,CONTRACT,NORMAL,7,607,PEAK
DistorteD,CONTRACT,HYPER,10,856,NOTES
DistorteD,CONTRACT,ANOTHER,12,1050,PEAK
DistorteD,CONTRACT,LEGGENDARIA,12,1545,PEAK
tricoro,Cookie Bouquets,NORMAL,7,655,NOTES
tricoro,Cookie Bouquets,HYPER,10,1119,CHORD
tricoro,Cookie Bouquets,ANOTHER,11,1814,CHORD
PENDUAL,Cosmic Cat,NORMAL,6,544,PEAK
PENDUAL,Cosmic Cat,HYPER,8,815,PEAK
PENDUAL,Cosmic Cat,ANOTHER,10,1147,CHORD
PENDUAL,Cosmic Cat,LEGGENDARIA,12,1747,CHORD
Rootage,COSMIC CYBER,NORMAL,6,,
Rootage,COSMIC CYBER,HYPER,9,835,NOTES
Rootage,COSMIC CYBER,ANOTHER,11,1325,NOTES
BISTROVER,COSMIC RAY,NORMAL,7,691,PEAK
BISTROVER,COSMIC RAY,HYPER,10,1122,NOTES
BISTROVER,COSMIC RAY,ANOTHER,12,1471,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,NORMAL,5,438,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,HYPER,7,694,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,ANOTHER,9,1026,CHORD
INFINITAS,Cosy Catastrophe,NORMAL,5,569,PEAK
INFINITAS,Cosy Catastrophe,HYPER,10,1124,SCRATCH
INFINITAS,Cosy Catastrophe,ANOTHER,12,1601,SCRATCH
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,NORMAL,4,343,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,HYPER,7,689,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,ANOTHER,10,1077,CHORD
9th style,Cradle,NORMAL,6,617,PEAK
9th style,Cradle,HYPER,10,784,PEAK
Rootage,Cranberry City ft. Luschel,NORMAL,5,447,NOTES
Rootage,Cranberry City ft. Luschel,HYPER,8,792,NOTES
Rootage,Cranberry City ft. Luschel,ANOTHER,10,1272,NOTES
HEROIC VERSE,Crank It,NORMAL,4,401,NOTES
HEROIC VERSE,Crank It,HYPER,7,737,NOTES
HEROIC VERSE,Crank It,ANOTHER,9,1164,CHORD
BISTROVER,Crazy Jackpot,NORMAL,5,531,NOTES
BISTROVER,Crazy Jackpot,HYPER,9,858,NOTES
BISTROVER,Crazy Jackpot,ANOTHER,11,1429,NOTES
SINOBUZ,crew,NORMAL,4,339,PEAK
SINOBUZ,crew,HYPER,9,946,CHORD
SINOBUZ,crew,ANOTHER,11,1574,NOTES
SPADA,Critical Crystal,NORMAL,6,574,PEAK
SPADA,Critical Crystal,HYPER,9,975,PEAK
SPADA,Critical Crystal,ANOTHER,11,1429,PEAK
INFINITAS,Cross Fire,NORMAL,6,582,NOTES
INFINITAS,Cross Fire,HYPER,10,1149,NOTES
INFINITAS,Cross Fire,ANOTHER,12,1731,NOTES
GOLD,CROSSROAD ～Left Story～,NORMAL,6,575,NOTES
GOLD,CROSSROAD ～Left Story～,HYPER,8,857,NOTES
GOLD,CROSSROAD ～Left Story～,ANOTHER,10,1047,CHORD
RESIDENT,CUE CUE RESCUE,NORMAL,5,555,NOTES
RESIDENT,CUE CUE RESCUE,HYPER,8,838,NOTES
RESIDENT,CUE CUE RESCUE,ANOTHER,10,1244,NOTES
EPOLIS,Cult Invitation,NORMAL,6,617,SCRATCH
EPOLIS,Cult Invitation,HYPER,10,,
EPOLIS,Cult Invitation,ANOTHER,12,1772,SCRATCH
GOLD,Cyber Force,NORMAL,6,610,NOTES
GOLD,Cyber Force,HYPER,8,929,NOTES
GOLD,Cyber Force,ANOTHER,8,1081,NOTES
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,NORMAL,6,694,SCRATCH
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,HYPER,9,1079,PEAK
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,ANOTHER,10,1292,PEAK
SINOBUZ,Cyber True Color,NORMAL,5,481,SCRATCH
SINOBUZ,Cyber True Color,HYPER,9,831,PEAK
SINOBUZ,Cyber True Color,ANOTHER,11,1216,PEAK
INFINITAS,CyberConnect,NORMAL,4,,
INFINITAS,CyberConnect,HYPER,7,629,PEAK
INFINITAS,CyberConnect,ANOTHER,10,994,NOTES
SIRIUS,D,NORMAL,6,598,SOF-LAN
SIRIUS,D,HYPER,10,1021,SOF-LAN
SIRIUS,D,ANOTHER,11,1257,SOF-LAN
IIDX RED,D.A.N.C.E.!,NORMAL,3,298,SCRATCH
IIDX RED,D.A.N.C.E.!,HYPER,5,425,SCRATCH
IIDX RED,D.A.N.C.E.!,ANOTHER,8,653,PEAK
DistorteD,D.C.fish,NORMAL,5,505,NOTES
DistorteD,D.C.fish,HYPER,8,888,PEAK
DistorteD,D.C.fish,ANOTHER,11,1228,PEAK
7th style,D2R,NORMAL,5,525,SCRATCH
7th style,D2R,HYPER,6,665,NOTES
EPOLIS,Dahlia,NORMAL,6,694,PEAK
EPOLIS,Dahlia,HYPER,10,,
EPOLIS,Dahlia,ANOTHER,12,1600,PEAK
copula,Daily Lunch Special,NORMAL,6,554,NOTES
copula,Daily Lunch Special,HYPER,9,1102,NOTES
copula,Daily Lunch Special,ANOTHER,11,1622,CHARGE
copula,Damage Per Second,NORMAL,4,415,NOTES
copula,Damage Per Second,HYPER,7,705,NOTES
copula,Damage Per Second,ANOTHER,10,1056,CHORD
copula,Damage Per Second,LEGGENDARIA,11,1238,CHORD
8th style,DANCER,NORMAL,4,547,NOTES
8th style,DANCER,HYPER,5,,
8th style,DANCER,ANOTHER,8,845,PEAK
Resort Anthem,Dances with Snow Fairies,NORMAL,7,739,NOTES
Resort Anthem,Dances with Snow Fairies,HYPER,10,1183,NOTES
Resort Anthem,Dances with Snow Fairies,ANOTHER,12,1848,NOTES
2nd style,Dancin' Into The Night,NORMAL,2,,
2nd style,Dancin' Into The Night,HYPER,3,237,PEAK
HEROIC VERSE,Dans la nuit de l'eternite,NORMAL,7,714,NOTES
HEROIC VERSE,Dans la nuit de l'eternite,HYPER,10,1128,PEAK
